TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	254	statistician	organic	https://www.teamworkonline.com/	Sports Jobs - TeamWork Online's Portal to Jobs in Sports	For 30+ years, we've connected people to sports jobs, careers and internships in the NBA, NFL, NHL, MLB, MLS, NASCAR, LPGA and many other organizations.	3	0	0	8650000
result	255	statistician	organic	https://www.stat.ee/news-release-2017-072	The young statistician's grant was awarded to Birgit Hänilane ...	The young statistician's grant was awarded to Birgit Hänilane. 19 June 2017 – news release no 72. Today, 19 June, Statistics Estonia presents Birgit Hänilane with the young statistician's grant named after Albert Pullerits. Birgit Hänilane defended her Master's thesis “The Impact of the Minimum Wage on Employment in ...	3	0	0	8650000
result	256	statistician	organic	http://www.skysports.com/racing/form-profiles/horse/146999/statistician	Statistician | Horse Profile | Sky Sports Horse Racing	Follow horse racing with Alex Hammond on Sky Sports - get live racing results, racecards, news, videos, photos, stats (horses & jockeys), plus daily tips.	3	0	0	8650000
result	257	statistician	organic	https://www.jobsite.co.uk/jobs/statistician	Statistician Jobs, Careers & Recruitment - Jobsite	1114 Statistician jobs and careers on Jobsite. Find and apply today for the latest Statistician jobs like Data Scientist, Data Analyst, Senior Biostatistician and more.	3	0	0	8650000
result	258	statistician	organic	https://www.jobsite.co.uk/jobs/senior-statistician	Senior Statistician Jobs, Careers & Recruitment - Jobsite	16 Senior Statistician jobs and careers on Jobsite. Find and apply today for the latest Senior Statistician jobs like Expert Statistician, Senior Biostatistician and more.	3	0	0	8650000
result	259	statistician	organic	https://www.regionorebrolan.se/ExternwebbV2/(S(ef40prmatlf3z2swkixm4k44))/LedigaJobb/EW2PageAnnons.aspx?arenderef=5627412085122750302&benamning=Statistician%2Fepidemiologist+Clinical+Epidemiology+and+Biostatistics	Annons Statistician/epidemiologist Clinical Epidemiology and ...	Statistician/epidemiologist Clinical Epidemiology and Biostatistics Örebro Ärendenummer: HoS:2017:1019. Applications are invited from statisticians or epidemiologists with good statistical skills to join Clinical Epidemiology and Biostatistics at Örebro University Hospital in Sweden. The post holder will be involved in support ...	3	0	0	8650000
result	260	statistician	organic	http://tureng.com/en/turkish-english/statistician	Tureng - statistician - Turkish English Dictionary	English Turkish online dictionary Tureng, translate words and terms with different pronunciation options. statistician istatistikçi statistician istatistik uzmanı.	3	0	0	8650000
result	261	statistician	organic	https://www.sfds.asso.fr/sdoc-3347-8d51e0714699e76d1ac063873887e030-openanalytics_statistician.pdf	Open Analytics Job Opening Statistician	Job Opening Statistician. Prole. Open Analytics is an international company based in Antwerp (Belgium) providing data analysis services and products across geographies and industrial sectors. We are looking to expand our team of statisticians with a candidate who ts the following prole: • MSc / PhD in Statistics, Applied ...	3	0	0	8650000
result	262	statistician	organic	https://mmb.moneycontrol.com/market-statistician-user-profile-6d61726b65742d73746174697374696369616e.html	Market Statistician | Moneycontrol Forum | Stock Discussion Board	Find Market Statistician user profile with latest comments on Moneycontrol MMB, Forum Discussion Board. Join our Moneycontrol Forum for more topics & user comments.	3	0	0	8650000
result	263	statistician	organic	https://www.ttu.ee/institutes/department-of-economics-and-finance/news-53/the-young-statisticians-grant-was-awarded-to-birgit-hanilane/	The young statistician's grant was awarded to Birgit Hänilane < News ...	On June 19, Statistics Estonia presents Birgit Hänilane with the young statistician's grant named after Albert Pullerits. Birgit Hänilane defended her Master's thesis “The Impact of the Minimum Wage on Employment in Estonia” at the School of Business and Governance of the Tallinn University of Technology. The aim of the ...	3	0	0	8650000
result	264	statistician	organic	https://ukjobs.uky.edu/postings/169774	University of Kentucky Applicant Site | Statistician	Statistician. Below you will find the details for the position including any supplementary documentation and questions you should review before applying for the opening. To apply for the position, please click the Apply for this Job link/button. If you would like to bookmark this position for later review, click on the Bookmark ...	3	0	0	8650000
result	265	statistician	organic	https://www.enthought.com/testimonial/statistician/	Statistician | Enthought	11 Jul Statistician. Published by Emily Young on July 11th, 2017 3:03pm. Excellently taught course. Coming from a background of R and SAS, I finally understand Python beyond the basics and have necessary tools to really harness its power. This wouldn't have been possible without the instructor's deep knowledge, and ...	3	0	0	8650000
result	266	statistician	organic	http://aeem.ch/docs/cv1yj0.php?kyot=statistician-jobs	statistician jobs - aeem	Search CareerBuilder for Statistician Jobs and browse our platform. Digital Financial Services (DFS) Portfolio . See below for our latest jobs in mathematics. 50 Part Time Statistician jobs and careers on totaljobs. Find your next Part Time Statistician job and apply today. Real jobs from real companies. Job Description.	3	0	0	8650000
result	267	statistician	organic	https://www.debiopharm.com/en/component/k2/item/3833-senior-statistician	Senior Statistician - Debiopharm, We develop for patients	Senior Statistician. Debiopharm Group™ is a Swiss-headquartered global biopharmaceutical group including five companies active in the life science areas of drug development, GMP manufacturing of proprietary drugs, diagnostic tools and investment management. Debiopharm International SA is focused on the ...	3	0	0	8650000
result	268	statistician	organic	https://career.bayer.us/job/Senior-Statistician-Genomics-and-Biomarkers-Oncology--SF9798.html	Senior Statistician - Genomics and Biomarkers Oncology - Bayer	The primary responsibilities of this role, Senior Statistician Genomics and Biomarkers Oncology, are to: Collaborate with representatives from other functions to plan, execute and analyze all biomarker aspects (including genomics and devices) of clinical studies or biomarker studies in the role of the biomarker statistician ...	3	0	0	8650000
result	269	statistician	organic	http://www.math.leidenuniv.nl/statisticalscience/?p=1083	Statistician Tops List of Best Jobs in 2017 | Statistical Science	Jun 7, 2017 - As if you needed more convincing to follow our Master program: statistician is the best job in 2017 according to CareerCast.com. Read the full report here! Category(s): Uncategorized · Master Viewing Day 10th of March · Master viewing day 10th of November ...	3	0	0	8650000
result	270	statistician	organic	http://www.statssa.gov.za/?p=9635	Media advisory: Statistician-General to release Domestic Tourism ...	Mar 10, 2017 - Statistician-General to release Domestic Tourism Survey results. The Statistician-General of South Africa, Dr Pali Lehohla, will release the Domestic Tourism Survey, 2015 (DTS) results at a media briefing to be held on Thursday, 16 March 2017 in Pretoria. The DTS is a large-scale household survey aimed ...	3	0	0	8650000
result	271	statistician	organic	http://labs.neuroscience.mssm.edu/wp-content/uploads/2017/01/Research_Statistician.pdf	Research Statistician/Bioinformatician - Neuroscience Labs - Icahn ...	Opportunity: Research Statistician/Bioinformatician in Epigenomics at the Icahn School of Medicine at Mount Sinai, New York City. The Haghighi laboratory at Mount Sinai studies the epigenetic profile of human brain development and its emerging role in gene regulation, as well as its fundamental importance for our ...	3	0	0	8650000
result	272	statistician	organic	https://www.stepstone.be/jobs--Statistician-Wavre-XPE-Pharma-Science--1607268-inline.html	Statistician - Job at XPE Pharma & Science in Wavre - Stepstone	Find a good job as Statistician in Wavre at the company XPE Pharma & Science.	3	0	0	8650000
result	273	statistician	organic	https://jobs.lshtm.ac.uk/vacancy.aspx?ref=EPH-PH-50	EPH-PH-50 Medical Statistician - Jobs at LSHTM	Jan 5, 2018 - Medical Statistician. If you started applying for a job before the 1st January 2018 please complete/manage your application on our old jobs site. Click here to continue. Hide Message. This site requires the use of cookies as defined by our Terms and Conditions. We have provided a detailed description of ...	3	0	0	8650000
result	274	statistician	organic	http://www.basketballact.com.au/statistician-resources/	Basketball ACT » Statistician Resources	on the move. Menu. Home; About Us. Contact Us · Location · Honour Board · Links · Sponsors · Forms & Policies; Close. Governance. Staff · Employment · Board of Directors · Constitution · Strategic Plan · Annual Report; Close. Facilities. Belconnen Stadium · Book a Court · Kiosk; Close. Media · Media Releases ...	3	0	0	8650000
result	275	statistician	organic	https://www.newamerica.org/education-policy/articles/little-known-statistician-who-taught-us-measure-teachers/	The Little-Known Statistician Who Taught Us to Measure Teachers	May 19, 2017 - Kevin Carey wrote for the New York Times about a Tennessee statistician who sought to measure the “value-added” contributions of individual.	3	0	0	8650000
result	276	statistician	organic	http://www.gov.scot/Topics/Statistics/About/LetterToUKSA	Letter from Chief Statistician to UK Statistics Authority	Letter from the Chief Statistician to UKSA regarding UK Statistics Authority's response to Jackie Baillie's letter on UK Workforce Statistics.	3	0	0	8650000
result	277	statistician	organic	https://careers.unitedhealthgroup.com/data/jobs/analytics/749081-statistician-telecommute	749081 Statistician Telecommute - UnitedHealth Group career	Statistician - Telecommute - UnitedHealth Group is a results-driven environment that relies on setting goals, measuring results and reaching higher. If you're self- motivated and passionate about impacting people's lives and making the health care system work better. We want to hear from you! Apply online today.	3	0	0	8650000
result	278	statistician	organic	https://www.careerbeacon.com/search/mathematician-statistician	Jobs in Mathematician / Statistician | CareerBeacon.com	Director, Institutional Research and Planning. Saint Mary's University - Halifax City, NS. Education, Other Education, General Management, Information Management, Information Technology, Other Information Technology, Operations / Manufacturing, Director, Sciences, Mathematician / Statistician. Publish Date: January 18, ...	3	0	0	8650000
result	279	statistician	organic	https://www.portlandoregon.gov/bhr/article/661325	Statistician - The City of Portland, Oregon	Statistician Classification Specification. Page 1. City of Portland. CLASS SPECIFICATION. STATISTICIAN. [CLASS CODE]. [ESTABLISHED DATE]. CLASSIFICATION SUMMARY. Reports to a Manager or other management-level position. Under minimal supervision, performs complex statistical analyses, utilizes various ...	3	0	0	8650000
result	280	statistician	organic	https://careers.boozallen.com/en-US/search?keywords=Statistician	Statistician Jobs at Booz Allen Hamilton	View all Statistician Jobs at Booz Allen Hamilton. Search, apply or sign up for job alerts at Booz Allen Hamilton Talent Network.	3	0	0	8650000
result	281	statistician	organic	https://careers.npo.net/jobs/9041241/statistician	'statistician OR STATECODE:"IL"' Jobs | NPO.net	The University of Saint Mary of the Lake/Mundelein Seminary. 2 Weeks Ago. Client Logo · Client Logo · Client Logo The University of Saint Mary of the Lake/Mundelein Seminary Logo. Community Partnership Manager. Chicago, Illinois. Chicago Food Policy Action Council. 3 Weeks Ago. Client Logo · Client Logo.	3	0	0	8650000
result	282	statistician	organic	http://epoc.cochrane.org/news/vacancy-statistician-based-oslo	Vacancy for statistician based in Oslo | Cochrane Effective Practice ...	The Norwegian Institute of Public Health (Folkehelseinstituttet) is advertising a permanent, full time position for a statistician to work on Cochrane reviews and health technology assessments. The position will be attached to Cochrane Norway and the Norwegian Satellite of the Cochrane Effective Practice and Organisation ...	3	0	0	8650000
result	283	statistician	organic	https://perspectum-diagnostics.com/hiring-biomedical-statistician/	We're Hiring! - Biomedical Statistician - Perspectum Diagnostics	We're Hiring! – Biomedical Statistician. October 5, 2017. |. Careers. If you are interested in applying, please see full job spec below and email Careers@Perspectum-Diagnostics.com with your CV and cover letter.	3	0	0	8650000
result	284	statistician	organic	http://education.gov.mt/en/Documents/Vacancies/Statistician%20within%20MEDE%20EN.pdf	appendix a ministry for education and employment post of statistician ...	applications for the post of Statistician/Senior Statistician within the Ministry for. Education and Employment. 2.0 Terms and Conditions. 2.1 The appointment is subject to a probationary period of twelve (12) months. 2.2 The salary for the post of a Statistician is Salary Scale 10, currently is, €18,721.00 per annum, rising by ...	3	0	0	8650000
result	285	statistician	organic	http://www.roche.com/de/careers/jobs/jobsearch/job.htm?id=2962375248&locale=en&title=%28Senior%29+Statistician	Roche - (Senior) Statistician	(Senior) Statistician. China, Beijing. Online bewerben! Drucken. Job-Fakten. Primary Purpose of Job (Job Summary). Provide in-house strategic statistical and support to the medical science team to ensure high quality data. generation &amp; interpretation to maximize product value. Principle Roles &amp; Responsibilities / ...	3	0	0	8650000
result	286	statistician	organic	https://eutraining.eu/epso-glossary/statistician-statistics	Statistician (Statistics) | EU Training	This is one of the profiles in the Administrator (AD) open competitions, though in some cases Assistant (AST) exams may have an AST3 statistician policy officer or statistics-related profile announced for more technical positions. Statistics policy officers are required to have a relevant diploma, which is nevertheless not ...	3	0	0	8650000
result	287	statistician	organic	https://spreemohealth.recruitee.com/o/senior-data-scientist-statistician	Senior Data Scientist - Statistician - Spreemo Health	Senior Data Scientist - Statistician. Job description. At Spreemo Health we believe that advanced data science can prevent serious misdiagnoses that often lead to poor patient outcomes. Using our proprietary framework, Spreemo Health has helped thousands of patients recover better, faster, and more affordably. Join the ...	3	0	0	8650000
result	288	statistician	organic	https://www.irishjobs.ie/Jobs/Statistician-8085569.aspx	Jobs in Longford, Statistician Abbott Ireland - IrishJobs.ie	Nov 10, 2017 - Apply for Statistician jobs in Longford at IrishJobs.ie.	3	0	0	8650000
result	289	statistician	organic	http://stellenmarkt.sueddeutsche.de/jobs/senior-data-scientist-senior-statistician-industry-and-digitalization-m-f-3706330	Senior Data Scientist / Senior Statistician Industry 4.0 and Digitalization	Nov 22, 2017 - Senior Data Scientist / Senior Statistician Industry 4.0 and Digitalization (m/f). Working area: Engineering Location: BASF Schwarzheide GmbH, Schwarzheide Working hours: Full-time. Contract type: Permanent Referenzcode: EN56706143_JW_1. We are the world's leading chemical company because we ...	3	0	0	8650000
result	290	statistician	organic	http://www.jobs.ac.uk/job/BGV648/statistician/	Statistician at University College London - Jobs.ac.uk	Jan 8, 2018 - View details for this Statistician job vacancy at University College London in London. Apply now on jobs.ac.uk #jobsacuk.	3	0	0	8650000
result	291	statistician	organic	http://datalabusa.com/careers/senior-data-scientiststatisticianpredictive-modeler/	Senior Data Scientist/Statistician/Predictive Modeler - DataLab USA	Senior Data Scientist/Statistician/Predictive Modeler. DataLab USA is an award winning database marketing company that focuses on optimizing multichannel marketing solutions. Through the use of data analytics, sourcing, processing, and digital services DataLab USA effectively enables national organization to maximize ...	3	0	0	8650000
result	292	statistician	organic	https://www.hannelius.com/jobs/62413-survey-statistician	Survey Statistician - Hannelius Recruitment	Do you have a keen interest in sampling and weighting? An academic background with high level statistics? Please read on as a rare role has become available in.	3	0	0	8650000
result	293	statistician	organic	https://www.rbwconsulting.com/job-3104-senior-statistician.html	Senior Statistician - RBW Consulting	Senior Statistician£ 40,000 - 50,000. Ref: GK-SESTA-200717. Location: Oxfordshire, UK. Type: Permanent. This company serves people in more than 150 countries. RBW Consulting are working in partnership with a global healthcare company devoted to improving life through the development of products and technologies ...	3	0	0	8650000
result	294	statistician	organic	https://www.enca.com/south-africa/statistician-general-weighs-in-on-feesmustfall	Statistician general weighs in on #feesmustfall - eNCA	Jan 23, 2017 - The fees commission resumes on Monday with testimony on free higher education from Statistician-General Pali Lehohla.	4	0	0	374
result	295	statistician	organic	https://careers.c3isolutions.com/key/mathematical-statistician.html	Mathematical Statistician - C3i Solutions Jobs	Find mathematical-statistician at C3i Solutions.	4	0	0	374
result	296	statistician	organic	http://www.abc.net.au/radio/programs/am/y-chromosome-match-misleads-jurors:-statistician/9118558	Y chromosome DNA "match" can mislead jurors: statistician - AM ...	Nov 4, 2017 - An academic is casting doubt on one of the most commonly used DNA evidence used in Australian courts. Stephen Smiley reports.	4	0	0	374
result	297	statistician	organic	http://umanitoba.ca/student/careerservices/careerplan/occupations/statistician.html	University of Manitoba - Student - Career Services - STATISTICIAN ...	University of Manitoba. Academic Calendar. -Department of Statistics - Faculty of Science. -Graduate Studies - Statistics. Department of Statistics homepage -Careers in Statistics. Links to Sites. National Occupational Classification - an overview of the occupation in Canada. Set Your Course Manitoba- career exploration ...	4	0	0	374
result	298	statistician	organic	http://mssrf.org/tags/statistician	statistician | M S Swaminathan Research Foundation	Nutrition expert Dr S Rajagopalan, who was closely associated with MSSRF right from its beginning, passed away in Chennai on June 16 after a brief illness. He has made immense contribution through his work, especially towards nutrition security and eradication of hunger. He had been a Distinguished Fellow at the ...	4	0	0	374
result	299	statistician	organic	https://www.psychometricsociety.org/content/senior-psychometricianstatistician	Senior Psychometrician/Statistician | Psychometric Society	Senior Psychometrician/Statistician. Location: Miramar, FL, USA. Date Posted: Thursday, December 7, 2017. End Date: Friday, April 6, 2018. Job Description File: PDF icon Job Description.pdf ...	4	0	0	374
result	300	statistician	organic	https://www.math.mcmaster.ca/index.php/news/department/1603-statistician-datascientist-mathematician-topcareer.html	Statistician, Data Scientist, Mathematician, and Actuary all placed in ...	Statistician, Data Scientist, Mathematician, and Actuary all placed in the top 11 careers. Written on 05 June 2017 . Statistician, Data Scientist, Mathematician, and Actuary all placed in the top 11 careers (out of 200) in the 2017 jobs rating report from Careercast.	4	0	0	374
result	301	statistician	organic	https://www.statslife.org.uk/careers/profiles/1141-emma-simmons-pharmaceutical-statistician	Emma Simmons - Pharmaceutical statistician | StatsLife	Since graduating with an MSc in Medical Statistics and IT, I have worked for a contract research organisation (CRO) as a statistician. A CRO is a company providing research, development, manufacturing and marketing services to pharmaceutical, biotechnology or medical devices companies. Since I started working for ...	4	0	0	374
result	302	statistician	organic	https://www.jmp.com/en_us/events/ondemand/analytically-speaking/what-it-takes-to-be-an-effective-industrial-statistician.html	What It Takes to Be an Effective Industrial Statistician | Analytically ...	Bill Meeker discusses what it takes to be an effective industrial statistician. With an extensive background consulting and teaching on reliability topics in industry, Meeker has a large repertory of real-life case studies to share. He is author of Statistical Methods for Reliability Data, which presents state-of-the-art, ...	4	0	0	374
result	303	statistician	organic	https://www.nihr.ac.uk/advisory-group-opportunities/statistician-ref-hsdrpc1806/7832	Statistician (Ref - HSDRPC/18/06) - NIHR	Feb 1, 2018 - Opportunities for a statistician to join the HS&DR Commissioned Panel.	4	0	0	374
result	304	statistician	organic	https://brage.bibsys.no/xmlui/handle/11250/178260	Comment [about "Can a statistician deliver? by Platek and Särndal]	"Can a statistician deliver?" by Platek and Särndal is one of the important recent articles on the activities of national statistical institutes (NSIs). Their discussion covers many questions, including statistics disseminated by national statistical institutes, quality consepts associated with statistics, the categories of statisticians ...	4	0	0	374
result	305	statistician	organic	https://www.syft.com/careers/graduate-mathematician-statistician/	Graduate Mathematician / Statistician - Syft Technologies	As the only company in the world that produce commercial whole air analysers using the SIFT-MS technique, Syft are world leaders in their field. Applications and Development team members are constantly applying their scientific, mathematical, and engineering skills and as a result, Syft products and their applications are ...	4	0	0	374
result	306	statistician	organic	https://www.srg.co.uk/jobs/j23516-statistician-central-belt-of-scotland	Statistician - Central Belt of Scotland - SRG	Sep 8, 2017 - Statistician required for exciting new role with dynamic life science company in StirlingTitle Statistician Location StirlingSalary Competitive SRG is working with a dynamic and growing life science company - as a result of their continued success they are looking to hire a Statistician to undertake a ...	4	0	0	374
result	307	statistician	organic	https://www.preventioninstitute.org/about/jobs/statistician-public-health-institute	Statistician, Public Health Institute | Prevention Institute	Statistician, Public Health Institute. The Public Health Institute (PHI) is an independent, nonprofit organization dedicated to promoting health, well-being and quality of life for people throughout California, across the nation and around the world. As one of the largest and most comprehensive public health organizations in the ...	4	0	0	374
result	308	statistician	organic	http://www.amf.org.ae/en/jobs/statistician	Statistician | صندوق النقد العربي	Only Available in Arabic Language (Click here to view it)	4	0	0	374
result	309	statistician	organic	https://www.directory.gov.au/portfolios/immigration-and-border-protection/department-immigration-and-border-protection/national-office/executive-group/strategic-policy-and-planning-division/statistics-information-governance-branch-chief-economist-chief-statistician	Statistics & Information Governance Branch / Chief Economist & Chief ...	Jan 9, 2018 - Home · Strategic Policy and Planning Division; Statistics & Information Governance Branch / Chief Economist & Chief Statistician. Statistics & Information Governance Branch / Chief Economist & Chief Statistician. (02) 6264 1111. Key People. Assistant Secretary · Mr. Jason Russo · (02) 6264 1111. PO Box ...	4	0	0	374
result	310	statistician	organic	https://www.xlstat.com/en/training/become-an-operational-statistician-with-xlstat-base-sf-13-15-nov-2018	Become an operational statistician with XLSTAT-Base, SF 13-15 Nov ...	Become an operational statistician with XLSTAT-Base, SF 13-15 Nov. 2018. 13Nov 2018. Subscribe to this statistics training course illustrated with XLSTAT-Base that will be held in San Francisco (CA). You will learn the basics of descriptive statistics, multivariate data analysis (PCA, CA, AHC), statistical modeling (ANOVA, ...	4	0	0	374
result	311	statistician	organic	http://texasgenuine.org/careers/statistician	Statistician | Texas Career and Technical Education	Statistician. Engage in the development of mathematical theory or apply statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields, such as bio-statistics, agricultural statistics, business statistics, economic statistics, or other fields.	4	0	0	374
result	312	statistician	organic	http://www.bendigobasketball.com.au/Braves/News/statistician-training-and-information-session	Statistician training and information session - Bendigo Basketball	Feb 7, 2018 - Do you or someone you may know want to become a statistician? Training and information session at Bendigo Stadium! SUNDAY 4TH MARCH 2018. 10:00AM - 4:00PM. If you would like more information please contact. adam.tarr@bendigostadium.com.au ...	4	0	0	374
result	313	statistician	organic	http://home.zcu.cz/~bastl/WWW-KMA/UP/jobs/job31.pdf	us: Statistician [PhD or eq...	us: Statistician [PhD or equivalent in stat; sampling, multivariate/comp stat, bootstrapping, smoothing, Bayesian methods] / Statistical Consulting Section at Savannah River ational. Laboratory / US Citizenship required. Math-jobs.com - better people, better jobs, better companies. Savannah River National Laboratory.	4	0	0	374
result	314	statistician	organic	https://equifax.gr8people.com/index.gp?opportunityID=11006&method=cappportal.showJob&sysLayoutID=122	Equifax - Job - Statistician	As a Statistician, you will apply advanced technical skills, in-depth data knowledge and statistical and data mining techniques to analyze and interpret data, build and automate analytical reports, build various models and strategies, and draw conclusions based on Equifax's internal and external customers' needs.	4	0	0	374
result	315	statistician	organic	https://www.totaljobs.com/jobs/part-time/statistician	Part Time Statistician Jobs, Careers & Recruitment. - Total Jobs	61 Part Time Statistician jobs and careers on totaljobs. Find your next Part Time Statistician job and apply today. We'll get you noticed.	4	0	0	374
result	316	statistician	organic	https://www.acrpnet.org/tag/statistician/	Statistician Archives - ACRP	Feb 6, 2017 - PatientLink, a software company based in Oklahoma City, Okla., has won first place in Phase 2 of the Office of the National Coordinator for Health Information Technology (ONC) Consumer Health Data Aggregator challenge. ONC is part of the U.S. Department of Health and Human Services.	4	0	0	374
result	317	statistician	organic	http://www.karenclarkandco.com/careers/model-development-statistician.html	Statistician - Careers - Karen Clark & Company	Statistician. Job Code: MDST. Responsibilities. Analyze historical data on natural catastrophes; Work with scientists and engineers to develop statistical algorithms for catastrophe model components; Collect, update and analyze historical loss data; Conduct model sensitivity and validation tests. Qualifications. MS or higher ...	4	0	0	374
result	318	statistician	organic	https://www.pauwelsconsulting.com/vacancies/non-clinical-statistician/	Non Clinical Statistician - Consultancy & Projects in Engineering, Life ...	Working as part of a statistician team within the Statistician Unit (9 statisticians), you will work closely with people from New Product Introduction, Manufacturing, Quality Control, and Regulatory Affairs Departments to support the introduction of new vaccines and ensure consistent production and release of batches. You will ...	4	0	0	374
result	319	statistician	organic	https://jobs.leeds.ac.uk/vacancy.aspx?ref=MHLRM1067	MHLRM1067 Medical Statistician - Jobs at the University of Leeds	Medical Statistician. Are you an ambitious researcher looking for your next challenge? Do you have a background in medical statistics and experience with large complex datasets? Do you want to further your career in one of the UK's leading research intensive Universities? The provision of personalised high quality care ...	4	0	0	374
result	320	statistician	organic	https://www.pnet.co.za/jobs--Statistician-Randburg-Its-About-People--2689511-inline.html	Statistician - Job at Its About People in Randburg - PNet	Find a good job as Statistician in Randburg at the company Its About People.	4	0	0	374
result	321	statistician	organic	https://www.akfarmland.com/ag-matters-122717-sue-benz-alaskas-agricultural-statistician/	Ag Matters 12/27/17 with Sue Benz, Alaska's Agricultural Statistician ...	Dec 27, 2017 - The USDA National Agricultural Statistics Service (NASS) conducts the Agricultural Census every five years; on this edition of Ag Matters Amy's guest is Sue Benz, Alaska's only Agricultural Statistician. They talk about the history, importance and impact of the survey and discuss the many reasons why ...	4	0	0	374
result	322	statistician	organic	https://jobb.blocket.se/ledigt-jobb-i-goteborgs-stad/V%C3%A4stra-G%C3%B6talandsregionen/Statistician/1544527	Statistician - Göteborgs stad - Västra Götalandsregionen - Blocket Jobb	Ledigt jobb inom Teknik & Ingenjör i Göteborgs stad på Blocket Jobb. Statistician.	4	0	0	374
result	323	statistician	organic	https://online.maryville.edu/blog/career-spotlight-statistician/	What Can I Do as a Statistician - Maryville Online - Maryville University	For students interested in a career as a statistician, a Master's Degree in Business Data Analytics can provide the training needed to qualify for the position.	4	0	0	374
result	324	statistician	organic	http://gregmaisonneuve.com/docs/2y9e90.php?kyot=statistics-jobs	statistics jobs	Search the latest Statistics positions at colleges and universities. Become a valuable member of the statistics and mathematics department as a research associate, statistician, analytical programmer, or more. Statistics is the study of data organization to provide specific information and for measuring and determining ...	4	0	0	374
result	325	statistician	organic	http://blackjack-poker-roulette-bonuses.com/site/388ke3.php?dczm=what-is-a-statistician-salary	what is a statistician salary - Blackjack, Poker & Roulette Bonuses	Discover all statistics and data on Wages and salaries in the United States now on statista.com! The average Statistician salary in USA is $59,912 per year or $31 per hour. On average, actuaries, mathematicians and statisticians can expect to earn between $1 500 and $2 000 per week ($78 000 and $103 999 per year), ...	4	0	0	374
result	326	statistician	organic	https://www.ajirazetu.com/habari/nafasi-ya-kazi-statistician-dai-tuma-maombi-yako-mapema	Nafasi ya Kazi Statistician - DAI, Tuma Maombi Yako Mapema	4 hours ago - Statistician Location: Tanzania Place of Performance: CDC Office, Dar es Salaam, Tanzania Job Code: 3567. Description DAI is an international development company. For more than 45 years, we have worked on the frontlines of international development, tackling fundamental social and economic ...	4	0	0	374
result	327	statistician	organic	https://www.gene.com/careers/find-a-job	Genentech: Find A Job	We are seeking a dynamic clinical scientist / preferably with a background in multiple sclerosis / neuroscience to join the US Medical Affairs group at Genentech. The Associate MD/MSD will provide exceptional clinical and strategic leadership for medical affairs activities including support for ocrelizumab post-launch ...	4	0	0	374
result	328	statistician	organic	https://www.cacareerzone.org/profile/15-2041.00	Statisticians - California Career Zone	Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as bio-statistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.	4	0	0	374
result	329	statistician	organic	http://www.tnpscexams.in/	TNPSC	20/2017, STATISTICIAN IN MEDICAL EDUCATION DEPARTMENT AND STATISTICIAN IN INDIAN MEDICINE & HOMEOPATHY DEPARTMENT, 05.09.2017, 03.10.2017, 26.11.2017 FN & AN, Closed. 19/2017, ASSISTANT IN THE DEPARTMENTS OF SECRETARIAT (OTHER THAN LAW AND FINANCE DEPARTMENTS) ...	4	0	0	374
result	330	statistician	organic	http://www.analyticshour.io/2018/03/13/084-bayesian-statistics-digital-analyst-dr-elea-mcdonnell-feit/	#084: Bayesian Statistics and the Digital Analyst with Dr. Elea Feit ...	6 hours ago - These are the topics of this episode: Bayesian statistician (among other official roles that are way less fun to say) Dr. Elea Feit joined the gang to discuss how we, as analysts, think about data put it to use. Things got pretty deep, included the exploration of questions such as, “If you run a test that includes a ...	4	0	0	374
result	331	statistician	organic	https://medium.com/indeed-data-science/theres-no-such-thing-as-a-data-scientist-8dae923c14e3	There's No Such Thing as a Data Scientist – Indeed Data Science ...	2 days ago - This contrasts with natural scientist searches, which seem to overlap more with statistician searches. This tells us that job seekers who search for business intelligence might be looking at a wide variety of other jobs within the data science realm. It could also mean that business intelligence positions are ...	4	0	0	374
result	332	statistician	organic	https://9to5poker.com/	9to5poker - Poker Vlog Central	Welcome to 9to5poker where we specialize in everything related to poker vlogs. If watch multiple vlogs like many of us here at 9to5, we wanted to provide fans an easier way to stay on top of all your favorite poker vlogs. All vlogs are conveniently organized in our poker vlog section for a more efficient viewing experience, ...	4	0	0	374
result	333	statistician	organic	http://www.chelseafc.com/news/latest-news/2018/03/pmb--barcelona-v-chelsea--talking-points-and-numbers.html	PMB: Barcelona v Chelsea - talking points and numbers | News ...	4 hours ago - A tie with more than a little history brings this round of the Champions League to a close. Club historian Rick Glanvill and club statistician Paul Dutton set the scene for our second leg on the Mediterranean coast… TALKING POINTS. 'The Blues are here,' proclaims an English-language poster campaign ...	4	0	0	374
result	334	statistician	organic	http://vividhairdesigncalgary.com/?article=fire-girardi	Fire Girardi - Vivid Hair Design	Pandurang Vasudeo Sukhatme (1911–1997) was an award-winning Indian statistician. He is known for his pioneering work of applying random sampling methods in agricultural statistics and in biometry, in the 1940s. He was also influential in the establishment of the Indian Agricultural Statistics Research Institute. As a part ...	4	0	0	374
